problem,run,trial,accuracy,n_seen,program
trs.waves.1.c002,2,4,1,619,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,5,1,884,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,6,1,1051,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,7,1,1236,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,8,1,1412,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,9,1,1555,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,10,1,1691,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,2,11,1,1872,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c008,0,1,0,15,"CONS = .(.(.(.(.(IF FALSE) .(IF TRUE)) .(IF TRUE)) CONS) CONS); C = .(CONS .(DIGIT 1));"
trs.waves.1.c008,0,2,0,417,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 1)) NIL); NIL = NIL; C = .(CONS .(DIGIT 6));"
trs.waves.1.c008,0,3,0,709,".(C .(.(CONS .(.(DECC .(DIGIT 3)) v0_)) v1_)) = .(.(CONS .(.(DECC .(DIGIT 3)) v0_)) NIL); C = .(.(IF FALSE) NIL);"
trs.waves.1.c008,0,4,1,1088,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,0,5,1,1346,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,0,6,1,1729,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,0,7,1,1982,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,0,8,1,2163,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,0,9,1,2287,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,0,10,1,2507,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,0,11,1,2706,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c002,1,1,0,30,"DIGIT = .(.(.(IF .(.(EQUAL CONS) CONS)) DIGIT) .(.(.(IF FALSE) .(DECC .(.(DECC .(HEAD NIL)) 6))) .(.(.(IF TRUE) .(.(.(IF FALSE) .(.(.(IF TRUE) .(DECC .(HEAD NIL))) .(DECC .(HEAD .(TAIL .(C .(TAIL .(.(.(IF TRUE) NIL) NIL)))))))) DIGIT)) DIGIT))); C = .(.(IF FALSE) NIL);"
trs.waves.1.c002,1,2,0,519,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) v0_));"
trs.waves.1.c002,1,3,1,767,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,4,1,962,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,5,1,1154,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,6,1,1300,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,7,1,1481,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,8,1,1700,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,9,1,1915,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,10,1,2111,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,1,11,1,2282,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c009,4,1,1,144,"C = .(.(IF TRUE) NIL);"
trs.waves.1.c009,4,2,0,257,"C = .(.(IF TRUE) NIL);"
trs.waves.1.c009,4,3,1,390,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,4,1,465,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,5,1,533,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,6,1,569,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,7,1,599,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,8,1,667,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,9,1,720,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,10,1,763,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c009,4,11,1,815,".(C .(.(CONS .(v0_ v1_)) v2_)) = v2_;"
trs.waves.1.c008,1,1,0,93,".(C v0_) = NIL;"
trs.waves.1.c008,1,2,0,788,".(C NIL) = .(.(CONS .(.(DECC .(DIGIT 3)) 1)) NIL); .(C .(.(CONS .(v0_ v1_)) v2_)) = .(C v2_); .(C v0_) = v0_;"
trs.waves.1.c008,1,3,0,1077,".(C .(.(CONS .(.(DECC .(DIGIT 9)) 9)) .(.(CONS .(.(DECC .(DIGIT 4)) 1)) NIL))) = .(.(CONS .(.(DECC .(DIGIT 3)) 1)) NIL); .(C .(.(CONS .(v0_ v1_)) .(.(CONS .(v2_ v3_)) .(.(CONS .(v4_ v5_)) v6_)))) = .(C v6_); .(C v0_) = v0_;"
trs.waves.1.c008,1,4,1,1411,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,1,5,1,1778,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,1,6,1,3002,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,1,7,1,3782,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,1,8,1,4542,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,1,9,1,5197,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,1,10,1,5813,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,1,11,1,6342,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c002,0,1,0,71,"TRUE = FALSE; C = .(CONS .(DIGIT 0));"
trs.waves.1.c002,0,2,1,470,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL)); C = .(.(IF FALSE) NIL);"
trs.waves.1.c002,0,3,1,917,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,4,1,989,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,5,1,1090,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,6,1,1151,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,7,1,1210,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,8,1,1227,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,9,1,1262,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,10,1,1308,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c002,0,11,1,1359,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 5)) NIL));"
trs.waves.1.c001,1,1,0,53,"C = .(.(IF TRUE) NIL);"
trs.waves.1.c001,1,2,1,954,".(v0_ v1_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,3,1,1428,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,4,1,1659,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,5,1,1803,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,6,1,1922,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,7,1,2017,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,8,1,2136,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,9,1,2277,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,10,1,2372,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c001,1,11,1,2468,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 3)) 7)) NIL);"
trs.waves.1.c008,3,1,0,31,""
trs.waves.1.c008,3,2,0,1078,".(v0_ v1_) = .(.(CONS .(DIGIT 5)) NIL);"
trs.waves.1.c008,3,3,0,1469,".(C .(.(CONS .(DIGIT v0_)) v1_)) = .(.(CONS .(DIGIT v0_)) NIL); NIL = NIL; C = .(.(IF .(EMPTY NIL)) NIL);"
trs.waves.1.c008,3,4,1,1745,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(v0_ v1_)) NIL);"
trs.waves.1.c008,3,5,1,1877,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,3,6,1,1947,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,3,7,1,2064,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,3,8,1,2143,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,3,9,1,2241,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,3,10,1,2360,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c008,3,11,1,2414,".(C .(v0_ .(.(CONS .(v1_ v2_)) v3_))) = .(v0_ NIL);"
trs.waves.1.c005,0,1,0,13,""
trs.waves.1.c005,0,2,1,217,".(C v0_) = v0_; C = .(CONS .(.(DECC .(DIGIT 0)) .(.(.(.(.(IF .(EMPTY NIL)) .(IF .(EMPTY .(TAIL NIL)))) .(.(.(IF .(EMPTY NIL)) .(IF TRUE)) .(IF FALSE))) 8) 7))); 5 = .(.(.(IF TRUE) 8) 1);"
trs.waves.1.c005,0,3,1,273,".(C .(.(CONS .(v0_ v1_)) .(.(CONS .(v2_ v3_)) v4_))) = .(.(CONS .(v0_ v1_)) .(.(CONS .(v2_ v3_)) v4_));"
trs.waves.1.c005,0,4,1,643,".(C v0_) = v0_;"
trs.waves.1.c005,0,5,1,810,".(C v0_) = v0_;"
trs.waves.1.c005,0,6,1,859,".(C v0_) = v0_;"
trs.waves.1.c005,0,7,1,955,".(C v0_) = v0_;"
trs.waves.1.c005,0,8,1,1043,".(C v0_) = v0_;"
trs.waves.1.c005,0,9,1,1136,".(C v0_) = v0_;"
trs.waves.1.c005,0,10,1,1180,".(C v0_) = v0_;"
trs.waves.1.c005,0,11,1,1235,".(C v0_) = v0_;"
trs.waves.1.c003,1,1,0,56,"C = .(CONS .(DIGIT 9));"
trs.waves.1.c003,1,2,1,465,"FALSE = .(EMPTY NIL); .(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,3,1,642,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,4,1,803,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,5,1,976,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,6,1,1150,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,7,1,1268,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,8,1,1421,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,9,1,1492,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,10,1,1579,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,1,11,1,1667,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c006,0,1,0,60,"C = .(.(IF FALSE) NIL);"
trs.waves.1.c006,0,2,0,211,".(C .(.(CONS .(DIGIT 5)) .(.(CONS .(.(DECC .(DIGIT 2)) 2)) v0_))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(.(DECC .(DIGIT 2)) 2)) v0_))); EQUAL = .(.(.(.(IF TRUE) IF) IF) FALSE);"
trs.waves.1.c006,0,3,1,450,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_); .(C .(.(CONS .(.(DECC .(DIGIT 6)) 7)) .(.(CONS .(.(DECC .(DIGIT 1)) 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 6)) 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) NIL))))))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 7)) .(.(CONS .(.(DECC .(DIGIT 1)) 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 6)) 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) NIL)))))));"
trs.waves.1.c006,0,4,1,585,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_); .(C .(.(CONS .(.(DECC .(DIGIT 6)) 7)) .(.(CONS .(.(DECC .(DIGIT 1)) 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 6)) 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) NIL))))))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 7)) .(.(CONS .(.(DECC .(DIGIT 1)) 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 6)) 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) NIL)))))));"
trs.waves.1.c006,0,5,1,760,".(C .(.(CONS .(v0_ v1_)) v2_)) = .(.(CONS .(DIGIT 7)) .(.(CONS .(v0_ v1_)) v2_));"
trs.waves.1.c006,0,6,1,878,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
trs.waves.1.c006,0,7,1,1047,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
trs.waves.1.c006,0,8,1,1167,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
trs.waves.1.c006,0,9,1,1310,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
trs.waves.1.c006,0,10,1,1501,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
trs.waves.1.c006,0,11,1,1707,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
trs.waves.1.c003,0,1,0,208,".(C v0_) = v0_;"
trs.waves.1.c003,0,2,0,606,".(CONS .(.(.(IF v0_) .(HEAD v1_)) .(DIGIT 1))) = C; .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(.(DECC .(DIGIT 3)) 3)) .(.(CONS .(.(DECC .(DIGIT 3)) 5)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL)))))))))) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL))))); C = TAIL;"
trs.waves.1.c003,0,3,1,858,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,4,1,1066,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,5,1,1226,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,6,1,1401,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,7,1,1593,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,8,1,1720,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,9,1,1877,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,10,1,2082,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c003,0,11,1,2245,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 8)) .(.(CONS .(.(DECC .(DIGIT 3)) 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 2)) 3)) NIL)))));"
trs.waves.1.c005,4,1,0,69,"TRUE = .(EMPTY .(C NIL)); 5 = 4; .(C v0_) = NIL;"
trs.waves.1.c005,4,2,0,415,".(C v0_) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) .(.(CONS .(.(DECC .(DIGIT 4)) 1)) .(.(CONS .(DIGIT 2)) .(.(CONS .(.(DECC .(DIGIT 4)) 5)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) NIL)))))))));"
trs.waves.1.c005,4,3,0,514,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(v1_ v2_)) .(.(CONS .(v3_ v4_)) .(.(CONS .(v5_ v6_)) .(.(CONS .(v7_ v8_)) .(.(CONS .(.(DECC .(DIGIT v9_)) v10_)) .(.(CONS .(.(DECC .(DIGIT v11_)) v12_)) v13_)))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(v1_ v2_)) .(.(CONS .(v3_ v4_)) .(.(CONS .(v5_ v6_)) .(.(CONS .(v7_ v8_)) .(.(CONS .(.(DECC .(DIGIT v9_)) v10_)) .(.(CONS .(.(DECC .(DIGIT v11_)) v12_)) v13_)))))));"
trs.waves.1.c005,4,4,1,786,".(C v0_) = v0_;"
trs.waves.1.c005,4,5,1,902,".(C v0_) = v0_;"
trs.waves.1.c005,4,6,1,1118,".(C v0_) = v0_;"
trs.waves.1.c005,4,7,1,1368,".(C v0_) = v0_;"
trs.waves.1.c005,4,8,1,1464,".(C v0_) = v0_;"
trs.waves.1.c005,4,9,1,1543,".(C v0_) = v0_;"
trs.waves.1.c005,4,10,1,1581,".(C v0_) = v0_;"
trs.waves.1.c005,4,11,1,1658,".(C v0_) = v0_;"
trs.waves.1.c007,3,1,0,9,".(v0_ NIL) = .(.(.(.(.(IF TRUE) .(IF FALSE)) .(IF TRUE)) CONS) .(.(.(IF FALSE) CONS) CONS)); DIGIT = DIGIT; .(C .(.(CONS v0_) NIL)) = NIL;"
trs.waves.1.c007,3,2,0,14,".(C .(.(CONS .(.(DECC .(DIGIT 4)) 4)) NIL)) = .(.(CONS .(.(DECC .(DIGIT 1)) 9)) .(.(CONS .(.(DECC .(DIGIT 6)) 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(.(DECC .(DIGIT 8)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) .(.(CONS .(.(DECC .(DIGIT 4)) 4)) NIL))))));"
trs.waves.1.c007,3,3,0,122,".(C .(.(CONS .(.(DECC .(DIGIT v0_)) v1_)) NIL)) = .(.(CONS .(.(DECC .(DIGIT 1)) 9)) .(.(CONS .(.(DECC .(DIGIT 6)) 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(.(DECC .(DIGIT 8)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) .(.(CONS .(.(DECC .(DIGIT v0_)) v1_)) NIL))))));"
